target_node,root_cause_node,issue_type,severity,affected_column,paths,IssueNumber,DetailedPathDescription,timestamp,textual_representation,structured_textual_summary
servi-searc.us-west-2.elb.amazonaws.com_remote,PetSite,latency,0.077860288,latency_p90,"['PetSite', 'servi-searc.us-west-2.elb.amazonaws.com_remote']",2_5,The path of the issue is from PetSite to servi-searc.us-west-2.elb.amazonaws.com_remote.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.077860288 was detected. Root Cause Node: PetSite, Target Node: servi-searc.us-west-2.elb.amazonaws.com_remote, Affected Metric: latency_p90. Path: ['PetSite', 'servi-searc.us-west-2.elb.amazonaws.com_remote']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.077860288, Root Cause: PetSite."
PetSearch_AWS::ECS::Fargate,PetSite,latency,0.126915122,latency_p99,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",0_9,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.126915122 was detected. Root Cause Node: PetSite, Target Node: PetSearch_AWS::ECS::Fargate, Affected Metric: latency_p99. Path: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.126915122, Root Cause: PetSite."
PetSearch_AWS::ECS::Fargate,PetSite,latency,0.048108539,availability_Average,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate']",2_29,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate, to PetSearch_AWS::ECS::Fargate.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.048108539 was detected. Root Cause Node: PetSite, Target Node: PetSearch_AWS::ECS::Fargate, Affected Metric: availability_Average. Path: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.048108539, Root Cause: PetSite."
DynamoDB_AWS::DynamoDB,lambda_step_readDDB_AWS::Lambda::Function,latency,0.091380285,latency_p90,"['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']",1_15,"The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function, through lambda_step_readDDB, to DynamoDB_AWS::DynamoDB.",2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.091380285 was detected. Root Cause Node: lambda_step_readDDB_AWS::Lambda::Function, Target Node: DynamoDB_AWS::DynamoDB, Affected Metric: latency_p90. Path: ['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.091380285, Root Cause: lambda_step_readDDB_AWS::Lambda::Function."
lambda_step_priceLessThan55_AWS::Lambda::Function,lambda_step_priceLessThan55_AWS::Lambda,latency,0.113388633,latency_p99,"['lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function']",1_5,The path of the issue is from lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.113388633 was detected. Root Cause Node: lambda_step_priceLessThan55_AWS::Lambda, Target Node: lambda_step_priceLessThan55_AWS::Lambda::Function, Affected Metric: latency_p99. Path: ['lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.113388633, Root Cause: lambda_step_priceLessThan55_AWS::Lambda."
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,lambdastatusupdater_AWS::Lambda::Function,latency,0.104043437,latency_p99,"['PetSite', 'payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']",2_11,"The path of the issue is from PetSite, through payforadoption_AWS::ECS::Container to PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage to lambdastatusupdater_AWS::Lambda, to lambdastatusupdater_AWS::Lambda::Function.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.104043437 was detected. Root Cause Node: lambdastatusupdater_AWS::Lambda::Function, Target Node: PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage, Affected Metric: latency_p99. Path: ['PetSite', 'payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.104043437, Root Cause: lambdastatusupdater_AWS::Lambda::Function."
lambda_step_priceGreaterThan55_AWS::Lambda::Function,AWS::StepFunctions::StateMachine,latency,0.046524412,latency_p99,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function']",1_45,"The path of the issue is from AWS::StepFunctions::StateMachine, through lambda_step_priceGreaterThan55_AWS::Lambda, to lambda_step_priceGreaterThan55_AWS::Lambda::Function.",2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.046524412 was detected. Root Cause Node: AWS::StepFunctions::StateMachine, Target Node: lambda_step_priceGreaterThan55_AWS::Lambda::Function, Affected Metric: latency_p99. Path: ['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.046524412, Root Cause: AWS::StepFunctions::StateMachine."
petlistadoptions_AWS::ECS::Fargate,PGSQL Query_remote,latency,0.119814983,latency_Average,"['petlistadoptions_AWS::ECS::Fargate', 'PGSQL Query_remote']",1_37,The path of the issue is from petlistadoptions_AWS::ECS::Fargate to PGSQL Query_remote.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.119814983 was detected. Root Cause Node: PGSQL Query_remote, Target Node: petlistadoptions_AWS::ECS::Fargate, Affected Metric: latency_Average. Path: ['petlistadoptions_AWS::ECS::Fargate', 'PGSQL Query_remote']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.119814983, Root Cause: PGSQL Query_remote."
DynamoDB_AWS::DynamoDB,lambda_step_readDDB,latency,0.050884036,latency_p90,"['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']",2_24,"The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function, through lambda_step_readDDB, to DynamoDB_AWS::DynamoDB.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.050884036 was detected. Root Cause Node: lambda_step_readDDB, Target Node: DynamoDB_AWS::DynamoDB, Affected Metric: latency_p90. Path: ['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.050884036, Root Cause: lambda_step_readDDB."
lambda_step_readDDB_AWS::Lambda::Function,lambda_step_readDDB,latency,0.043707513,latency_p99,"['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']",0_10,The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function to lambda_step_readDDB.,2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.043707513 was detected. Root Cause Node: lambda_step_readDDB, Target Node: lambda_step_readDDB_AWS::Lambda::Function, Affected Metric: latency_p99. Path: ['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.043707513, Root Cause: lambda_step_readDDB."
lambda_step_priceGreaterThan55_AWS::Lambda,lambda_step_priceGreaterThan55_AWS::Lambda::Function,latency,0.033544214,latency_Average,"['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']",0_34,"The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function to lambda_step_priceGreaterThan55, to Evidently_AWS::Evidently.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.033544214 was detected. Root Cause Node: lambda_step_priceGreaterThan55_AWS::Lambda::Function, Target Node: lambda_step_priceGreaterThan55_AWS::Lambda, Affected Metric: latency_Average. Path: ['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.033544214, Root Cause: lambda_step_priceGreaterThan55_AWS::Lambda::Function."
PetSite,PetSearch_AWS::ECS::Fargate,latency,0.090679958,availability_Average,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate']",2_27,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate, to PetSearch_AWS::ECS::Fargate.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.090679958 was detected. Root Cause Node: PetSearch_AWS::ECS::Fargate, Target Node: PetSite, Affected Metric: availability_Average. Path: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.090679958, Root Cause: PetSearch_AWS::ECS::Fargate."
169.254.170.2_remote,PetSearch_AWS::ECS::Fargate,latency,0.08630612,latency_p99,"['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']",0_14,"The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.08630612 was detected. Root Cause Node: PetSearch_AWS::ECS::Fargate, Target Node: 169.254.170.2_remote, Affected Metric: latency_p99. Path: ['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.08630612, Root Cause: PetSearch_AWS::ECS::Fargate."
lambda_step_readDDB_AWS::Lambda,lambda_step_readDDB_AWS::Lambda::Function,latency,0.114134106,latency_p90,"['lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function']",2_43,The path of the issue is from lambda_step_readDDB_AWS::Lambda to lambda_step_readDDB_AWS::Lambda::Function.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.114134106 was detected. Root Cause Node: lambda_step_readDDB_AWS::Lambda::Function, Target Node: lambda_step_readDDB_AWS::Lambda, Affected Metric: latency_p90. Path: ['lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.114134106, Root Cause: lambda_step_readDDB_AWS::Lambda::Function."
AWS::StepFunctions::StateMachine,lambda_step_priceGreaterThan55_AWS::Lambda,latency,0.058212378,latency_p90,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']",1_25,The path of the issue is from AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.058212378 was detected. Root Cause Node: lambda_step_priceGreaterThan55_AWS::Lambda, Target Node: AWS::StepFunctions::StateMachine, Affected Metric: latency_p90. Path: ['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.058212378, Root Cause: lambda_step_priceGreaterThan55_AWS::Lambda."
lambda_step_priceLessThan55_AWS::Lambda,lambda_step_priceLessThan55_AWS::Lambda::Function,latency,0.090242852,latency_Average,"['lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function']",2_34,The path of the issue is from lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.090242852 was detected. Root Cause Node: lambda_step_priceLessThan55_AWS::Lambda::Function, Target Node: lambda_step_priceLessThan55_AWS::Lambda, Affected Metric: latency_Average. Path: ['lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.090242852, Root Cause: lambda_step_priceLessThan55_AWS::Lambda::Function."
PGSQL Query_remote,petlistadoptions_AWS::ECS::Fargate,latency,0.107488243,availability_Average,"['petlistadoptions_AWS::ECS::Fargate', 'PGSQL Query_remote']",1_48,The path of the issue is from petlistadoptions_AWS::ECS::Fargate to PGSQL Query_remote.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.107488243 was detected. Root Cause Node: petlistadoptions_AWS::ECS::Fargate, Target Node: PGSQL Query_remote, Affected Metric: availability_Average. Path: ['petlistadoptions_AWS::ECS::Fargate', 'PGSQL Query_remote']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.107488243, Root Cause: petlistadoptions_AWS::ECS::Fargate."
StepFnStateMachine76D362E8-T67Tg48ke8oK_client,lambda_step_priceLessThan55_AWS::Lambda,latency,0.106527054,availability_Average,"['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55']",2_42,"The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function, to lambda_step_priceLessThan55.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.106527054 was detected. Root Cause Node: lambda_step_priceLessThan55_AWS::Lambda, Target Node: StepFnStateMachine76D362E8-T67Tg48ke8oK_client, Affected Metric: availability_Average. Path: ['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.106527054, Root Cause: lambda_step_priceLessThan55_AWS::Lambda."
lambda_step_readDDB,DynamoDB_AWS::DynamoDB,latency,0.069010133,latency_p95,"['lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']",2_35,The path of the issue is from lambda_step_readDDB to DynamoDB_AWS::DynamoDB.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.069010133 was detected. Root Cause Node: DynamoDB_AWS::DynamoDB, Target Node: lambda_step_readDDB, Affected Metric: latency_p95. Path: ['lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.069010133, Root Cause: DynamoDB_AWS::DynamoDB."
lambda_step_priceGreaterThan55_AWS::Lambda,Evidently_AWS::Evidently,latency,0.061484143,latency_p95,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']",2_3,"The path of the issue is from AWS::StepFunctions::StateMachine, through lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function to lambda_step_priceGreaterThan55, to Evidently_AWS::Evidently.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.061484143 was detected. Root Cause Node: Evidently_AWS::Evidently, Target Node: lambda_step_priceGreaterThan55_AWS::Lambda, Affected Metric: latency_p95. Path: ['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function', 'lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.061484143, Root Cause: Evidently_AWS::Evidently."
petlistadoptions_client,petlistadoptions_AWS::ECS::Fargate,latency,0.120526767,latency_p90,"['petlistadoptions_client', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",0_30,"The path of the issue is from petlistadoptions_client, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.120526767 was detected. Root Cause Node: petlistadoptions_AWS::ECS::Fargate, Target Node: petlistadoptions_client, Affected Metric: latency_p90. Path: ['petlistadoptions_client', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.120526767, Root Cause: petlistadoptions_AWS::ECS::Fargate."
petlistadoptions_AWS::ECS::Fargate,PetSite,latency,0.108285305,latency_Average,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'Servi-searc.us-west-2.elb.amazonaws.com_remote']",0_47,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate, to Servi-searc.us-west-2.elb.amazonaws.com_remote.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.108285305 was detected. Root Cause Node: PetSite, Target Node: petlistadoptions_AWS::ECS::Fargate, Affected Metric: latency_Average. Path: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'Servi-searc.us-west-2.elb.amazonaws.com_remote']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.108285305, Root Cause: PetSite."
lambdastatusupdater_AWS::Lambda::Function,petInfo_AWS::DynamoDB::Table,latency,0.063405994,latency_p50,"['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']",2_26,The path of the issue is from lambdastatusupdater_AWS::Lambda::Function to petInfo_AWS::DynamoDB::Table.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.063405994 was detected. Root Cause Node: petInfo_AWS::DynamoDB::Table, Target Node: lambdastatusupdater_AWS::Lambda::Function, Affected Metric: latency_p50. Path: ['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.063405994, Root Cause: petInfo_AWS::DynamoDB::Table."
lambdastatusupdater_AWS::Lambda,lambdastatusupdater_AWS::Lambda::Function,latency,0.128800497,latency_p99,"['lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']",0_36,The path of the issue is from lambdastatusupdater_AWS::Lambda to lambdastatusupdater_AWS::Lambda::Function.,2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.128800497 was detected. Root Cause Node: lambdastatusupdater_AWS::Lambda::Function, Target Node: lambdastatusupdater_AWS::Lambda, Affected Metric: latency_p99. Path: ['lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.128800497, Root Cause: lambdastatusupdater_AWS::Lambda::Function."
amazon.com_remote,payforadoption_AWS::ECS::Container,latency,0.096443409,latency_Average,"['payforadoption_AWS::ECS::Container', 'amazon.com_remote']",1_23,The path of the issue is from payforadoption_AWS::ECS::Container to amazon.com_remote.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.096443409 was detected. Root Cause Node: payforadoption_AWS::ECS::Container, Target Node: amazon.com_remote, Affected Metric: latency_Average. Path: ['payforadoption_AWS::ECS::Container', 'amazon.com_remote']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.096443409, Root Cause: payforadoption_AWS::ECS::Container."
PetSite,AWS::StepFunctions::StateMachine,latency,0.121426152,latency_p50,"['PetSite', 'AWS::StepFunctions::StateMachine']",1_3,The path of the issue is from PetSite to AWS::StepFunctions::StateMachine.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.121426152 was detected. Root Cause Node: AWS::StepFunctions::StateMachine, Target Node: PetSite, Affected Metric: latency_p50. Path: ['PetSite', 'AWS::StepFunctions::StateMachine']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.121426152, Root Cause: AWS::StepFunctions::StateMachine."
PetSite,AWS::StepFunctions::StateMachine,latency,0.047802814,latency_p90,"['PetSite', 'AWS::StepFunctions::StateMachine']",0_1,The path of the issue is from PetSite to AWS::StepFunctions::StateMachine.,2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.047802814 was detected. Root Cause Node: AWS::StepFunctions::StateMachine, Target Node: PetSite, Affected Metric: latency_p90. Path: ['PetSite', 'AWS::StepFunctions::StateMachine']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.047802814, Root Cause: AWS::StepFunctions::StateMachine."
lambda_step_priceLessThan55_AWS::Lambda,lambda_step_priceLessThan55_AWS::Lambda::Function,latency,0.039502019,latency_p90,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55', 'Evidently_AWS::Evidently']",2_48,"The path of the issue is from AWS::StepFunctions::StateMachine, through lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function to lambda_step_priceLessThan55, to Evidently_AWS::Evidently.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.039502019 was detected. Root Cause Node: lambda_step_priceLessThan55_AWS::Lambda::Function, Target Node: lambda_step_priceLessThan55_AWS::Lambda, Affected Metric: latency_p90. Path: ['AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55', 'Evidently_AWS::Evidently']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.039502019, Root Cause: lambda_step_priceLessThan55_AWS::Lambda::Function."
lambda_step_priceGreaterThan55_AWS::Lambda,lambda_step_priceGreaterThan55_AWS::Lambda::Function,latency,0.126628271,latency_p99,"['lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function']",1_49,The path of the issue is from lambda_step_priceGreaterThan55_AWS::Lambda to lambda_step_priceGreaterThan55_AWS::Lambda::Function.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.126628271 was detected. Root Cause Node: lambda_step_priceGreaterThan55_AWS::Lambda::Function, Target Node: lambda_step_priceGreaterThan55_AWS::Lambda, Affected Metric: latency_p99. Path: ['lambda_step_priceGreaterThan55_AWS::Lambda', 'lambda_step_priceGreaterThan55_AWS::Lambda::Function']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.126628271, Root Cause: lambda_step_priceGreaterThan55_AWS::Lambda::Function."
lambda_step_priceGreaterThan55_AWS::Lambda,AWS::StepFunctions::StateMachine,latency,0.069715708,latency_p50,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']",1_44,The path of the issue is from AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.069715708 was detected. Root Cause Node: AWS::StepFunctions::StateMachine, Target Node: lambda_step_priceGreaterThan55_AWS::Lambda, Affected Metric: latency_p50. Path: ['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.069715708, Root Cause: AWS::StepFunctions::StateMachine."
SSM_AWS::SSM,lambda_step_readDDB_AWS::Lambda::Function,latency,0.059548887,availability_Average,"['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'SSM_AWS::SSM']",1_36,"The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function, through lambda_step_readDDB, to SSM_AWS::SSM.",2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.059548887 was detected. Root Cause Node: lambda_step_readDDB_AWS::Lambda::Function, Target Node: SSM_AWS::SSM, Affected Metric: availability_Average. Path: ['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'SSM_AWS::SSM']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.059548887, Root Cause: lambda_step_readDDB_AWS::Lambda::Function."
petlistadoptions_AWS::ECS::Fargate,PetSite,latency,0.081824187,availability_Average,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate']",0_32,The path of the issue is from PetSite to petlistadoptions_AWS::ECS::Fargate.,2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.081824187 was detected. Root Cause Node: PetSite, Target Node: petlistadoptions_AWS::ECS::Fargate, Affected Metric: availability_Average. Path: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.081824187, Root Cause: PetSite."
PetSite,lambda_step_priceLessThan55_AWS::Lambda::Function,latency,0.044818926,availability_Average,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55', 'Evidently_AWS::Evidently']",0_37,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function to lambda_step_priceLessThan55, to Evidently_AWS::Evidently.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.044818926 was detected. Root Cause Node: lambda_step_priceLessThan55_AWS::Lambda::Function, Target Node: PetSite, Affected Metric: availability_Average. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55', 'Evidently_AWS::Evidently']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.044818926, Root Cause: lambda_step_priceLessThan55_AWS::Lambda::Function."
